"lemma","text.content","text.beginOffset","partOfSpeech.tag","dependencyEdge.headTokenIndex","dependencyEdge.label","text_id","bigram","trigram"
"mess","mess",-1,"NOUN",51,"POBJ",352,"mess look","mess look mess"
"look","Look",-1,"VERB",59,"ROOT",352,"look mess",NA
"mess","mess",-1,"NOUN",60,"POBJ",352,NA,NA
"as","As",-1,"ADV",1,"ADVMOD",353,"as far","as far cyber"
"far","far",-1,"ADV",7,"ADVMOD",353,"far cyber","far cyber i"
"cyber","cyber",-1,"NOUN",2,"POBJ",353,"cyber i","cyber i agree"
"i","I",-1,"PRON",7,"NSUBJ",353,"i agree","i agree part"
"agree","agree",-1,"VERB",7,"ROOT",353,"agree part","agree part secretary"
"part","parts",-1,"NOUN",8,"POBJ",353,"part secretary","part secretary clinton"
"secretary","Secretary",-1,"NOUN",13,"TITLE",353,"secretary clinton","secretary clinton say"
"clinton","Clinton",-1,"NOUN",14,"NSUBJ",353,"clinton say","clinton say we"
"say","said",-1,"VERB",10,"PCOMP",353,"say we","say we well"
"we","We",-1,"PRON",18,"NSUBJ",353,"we well","we well anybody"
"well","better",-1,"ADV",18,"ACOMP",353,"well anybody","well anybody else"
"anybody","anybody",-1,"NOUN",20,"POBJ",353,"anybody else","anybody else perhaps"
"else","else",-1,"ADV",21,"ADVMOD",353,"else perhaps","else perhaps i"
"perhaps","perhaps",-1,"ADV",27,"ADVMOD",353,"perhaps i","perhaps i n't"
"i","I",-1,"PRON",33,"NSUBJ",353,"i n't","i n't think"
"n't","n't",-1,"ADV",33,"NEG",353,"n't think","n't think anybody"
"think","think",-1,"VERB",33,"ROOT",353,"think anybody","think anybody know"
"anybody","anybody",-1,"NOUN",35,"NSUBJ",353,"anybody know","anybody know russia"
"know","knows",-1,"VERB",33,"CCOMP",353,"know russia","know russia break"
"russia","Russia",-1,"NOUN",37,"ATTR",353,"russia break","russia break dnc"
"break","broke",-1,"VERB",37,"DEP",353,"break dnc","break dnc she"
"dnc","DNC",-1,"NOUN",41,"POBJ",353,"dnc she","dnc she say"
"she","She",-1,"PRON",47,"NSUBJ",353,"she say","she say russia"
"say","saying",-1,"VERB",47,"ROOT",353,"say russia","say russia russia"
"russia","Russia",-1,"NOUN",47,"DOBJ",353,"russia russia","russia russia russia"
"russia","Russia",-1,"NOUN",48,"CONJ",353,"russia russia","russia russia i"
"russia","Russia",-1,"NOUN",48,"APPOS",353,"russia i","russia i n't"
"i","I",-1,"PRON",56,"NSUBJ",353,"i n't","i n't maybe"
"n't","n't",-1,"ADV",56,"NEG",353,"n't maybe","n't maybe i"
"maybe","maybe",-1,"ADV",61,"ADVMOD",353,"maybe i","maybe i mean"
"i","I",-1,"PRON",64,"NSUBJ",353,"i mean","i mean russia"
"mean","mean",-1,"VERB",68,"PARATAXIS",353,"mean russia","mean russia also"
"russia","Russia",-1,"NOUN",68,"ATTR",353,"russia also","russia also china"
"also","also",-1,"ADV",75,"ADVMOD",353,"also china","also china it"
"china","China",-1,"NOUN",75,"ATTR",353,"china it","china it also"
"it","It",-1,"PRON",81,"NSUBJ",353,"it also","it also lot"
"also","also",-1,"ADV",81,"ADVMOD",353,"also lot","also lot person"
"lot","lots",-1,"NOUN",81,"ATTR",353,"lot person","lot person it"
"person","people",-1,"NOUN",83,"POBJ",353,"person it","person it also"
"it","It",-1,"PRON",90,"NSUBJ",353,"it also","it also somebody"
"also","also",-1,"ADV",90,"ADVMOD",353,"also somebody","also somebody sit"
"somebody","somebody",-1,"NOUN",90,"ATTR",353,"somebody sit","somebody sit bed"
"sit","sitting",-1,"VERB",91,"VMOD",353,"sit bed","sit bed weigh"
"bed","bed",-1,"NOUN",93,"POBJ",353,"bed weigh","bed weigh pound"
"weigh","weighs",-1,"VERB",90,"DEP",353,"weigh pound",NA
"pound","pounds",-1,"NOUN",97,"DOBJ",353,NA,NA
"you","You",-1,"PRON",3,"NSUBJ",354,"you n't","you n't know"
"n't","n't",-1,"ADV",3,"NEG",354,"n't know","n't know break"
"know","know",-1,"VERB",3,"ROOT",354,"know break","know break dnc"
"break","broke",-1,"VERB",3,"CCOMP",354,"break dnc",NA
"dnc","DNC",-1,"NOUN",7,"POBJ",354,NA,NA
"learn","learn",-1,"VERB",4,"ROOT",355,"learn dnc","learn dnc we"
"dnc","DNC",-1,"NOUN",5,"POBJ",355,"dnc we","dnc we learn"
"we","We",-1,"PRON",9,"NSUBJ",355,"we learn","we learn bernie"
"learn","learned",-1,"VERB",9,"ROOT",355,"learn bernie","learn bernie sanders"
"bernie","Bernie",-1,"NOUN",12,"NN",355,"bernie sanders","bernie sanders take"
"sanders","Sanders",-1,"NOUN",14,"NSUBJPASS",355,"sanders take","sanders take advantage"
"take","taken",-1,"VERB",9,"CCOMP",355,"take advantage","take advantage person"
"advantage","advantage",-1,"NOUN",14,"DOBJ",355,"advantage person","advantage person debbie"
"person","people",-1,"NOUN",17,"POBJ",355,"person debbie","person debbie wasserman"
"debbie","Debbie",-1,"NOUN",24,"NN",355,"debbie wasserman","debbie wasserman schultz"
"wasserman","Wasserman",-1,"NOUN",24,"NN",355,"wasserman schultz","wasserman schultz look"
"schultz","Schultz",-1,"NOUN",21,"POBJ",355,"schultz look","schultz look happen"
"look","Look",-1,"VERB",26,"ROOT",355,"look happen","look happen bernie"
"happen","happened",-1,"VERB",26,"CCOMP",355,"happen bernie","happen bernie sanders"
"bernie","Bernie",-1,"NOUN",34,"NN",355,"bernie sanders","bernie sanders take"
"sanders","Sanders",-1,"NOUN",36,"NSUBJPASS",355,"sanders take","sanders take advantage"
"take","taken",-1,"VERB",36,"ROOT",355,"take advantage","take advantage learn"
"advantage","advantage",-1,"NOUN",36,"DOBJ",355,"advantage learn",NA
"learn","learned",-1,"VERB",41,"CCOMP",355,NA,NA
"russia","Russia",-1,"NOUN",4,"ATTR",356,"russia china","russia china country"
"china","China",-1,"NOUN",9,"ATTR",356,"china country","china country n't"
"country","country",-1,"NOUN",14,"ATTR",356,"country n't","country n't know"
"n't","n't",-1,"ADV",21,"NEG",356,"n't know","n't know truth"
"know","know",-1,"VERB",9,"PARATAXIS",356,"know truth","know truth president"
"truth","truth",-1,"NOUN",26,"NSUBJ",356,"truth president","truth president obama"
"president","President",-1,"NOUN",30,"TITLE",356,"president obama","president obama lose"
"obama","Obama",-1,"NOUN",28,"POBJ",356,"obama lose","obama lose control"
"lose","lost",-1,"VERB",26,"CCOMP",356,"lose control","lose control thing"
"control","control",-1,"NOUN",33,"DOBJ",356,"control thing","control thing use"
"thing","things",-1,"NOUN",35,"POBJ",356,"thing use","thing use control"
"use","used",-1,"VERB",36,"RCMOD",356,"use control",NA
"control","control",-1,"NOUN",41,"DOBJ",356,NA,NA
"we","We",-1,"PRON",1,"NSUBJ",357,"we come","we come internet"
"come","came",-1,"VERB",1,"ROOT",357,"come internet","come internet come"
"internet","Internet",-1,"NOUN",3,"POBJ",357,"internet come","internet come internet"
"come","came",-1,"VERB",1,"CONJ",357,"come internet","come internet i"
"internet","Internet",-1,"NOUN",10,"POBJ",357,"internet i","internet i think"
"i","I",-1,"PRON",16,"NSUBJ",357,"i think","i think secretary"
"think","think",-1,"VERB",1,"CONJ",357,"think secretary","think secretary clinton"
"secretary","Secretary",-1,"NOUN",18,"TITLE",357,"secretary clinton","secretary clinton agree"
"clinton","Clinton",-1,"NOUN",22,"NSUBJ",357,"clinton agree","clinton agree much"
"agree","agree",-1,"VERB",16,"CCOMP",357,"agree much","agree much look"
"much","much",-1,"ADV",22,"ADVMOD",357,"much look","much look isis"
"look","look",-1,"VERB",40,"ADVCL",357,"look isis","look isis internet"
"isis","ISIS",-1,"NOUN",33,"NSUBJ",357,"isis internet","isis internet beat"
"internet","Internet",-1,"NOUN",34,"POBJ",357,"internet beat","internet beat us"
"beat","beating",-1,"VERB",22,"CCOMP",357,"beat us","beat us game"
"us","us",-1,"PRON",40,"DOBJ",357,"us game","us game isis"
"game","game",-1,"NOUN",42,"POBJ",357,"game isis",NA
"isis","ISIS",-1,"NOUN",47,"ROOT",357,NA,NA
"so","So",-1,"ADV",2,"ADVMOD",358,"so get","so get tough"
"get","get",-1,"VERB",2,"XCOMP",358,"get tough","get tough cyber"
"tough","tough",-1,"ADJ",4,"ACOMP",358,"tough cyber","tough cyber cybe"
"cyber","cyber",-1,"NOUN",9,"POBJ",358,"cyber cybe","cyber cybe warfare"
"cybe","cyber",-1,"ADJ",13,"AMOD",358,"cybe warfare","cybe warfare it"
"warfare","warfare",-1,"NOUN",10,"CONJ",358,"warfare it","warfare it huge"
"it","It",-1,"PRON",16,"NSUBJ",358,"it huge","it huge problem"
"huge","huge",-1,"ADJ",22,"AMOD",358,"huge problem","huge problem i"
"problem","problem",-1,"NOUN",19,"ATTR",358,"problem i","problem i son"
"i","I",-1,"PRON",25,"NSUBJ",358,"i son","i son he"
"son","son",-1,"NOUN",25,"DOBJ",358,"son he","son he year"
"he","He",-1,"PRON",30,"NSUBJ",358,"he year","he year old"
"year","years",-1,"NOUN",33,"NPADVMOD",358,"year old","year old he"
"old","old",-1,"ADJ",30,"ACOMP",358,"old he","old he computer"
"he","He",-1,"PRON",36,"NSUBJ",358,"he computer","he computer he"
"computer","computers",-1,"NOUN",36,"DOBJ",358,"computer he","computer he good"
"he","He",-1,"PRON",40,"NSUBJ",358,"he good","he good computer"
"good","good",-1,"ADJ",40,"ACOMP",358,"good computer","good computer unbelievable"
"computer","computers",-1,"NOUN",43,"POBJ",358,"computer unbelievable","computer unbelievable security"
"unbelievable","unbelievable",-1,"ADJ",48,"ACOMP",358,"unbelievable security","unbelievable security aspect"
"security","security",-1,"NOUN",53,"NN",358,"security aspect","security aspect cyber"
"aspect","aspect",-1,"NOUN",56,"NSUBJ",358,"aspect cyber","aspect cyber tough"
"cyber","cyber",-1,"NOUN",54,"POBJ",358,"cyber tough","cyber tough maybe"
"tough","tough",-1,"ADJ",56,"ACOMP",358,"tough maybe","tough maybe hardly"
"maybe","maybe",-1,"ADV",65,"ADVMOD",358,"maybe hardly","maybe hardly doable"
"hardly","hardly",-1,"ADV",67,"ADVMOD",358,"hardly doable",NA
"doable","doable",-1,"ADJ",65,"ACOMP",358,NA,NA
"i","I",-1,"PRON",3,"NSUBJ",359,"i will","i will say"
"will","will",-1,"VERB",3,"AUX",359,"will say","will say job"
"say","say",-1,"VERB",3,"ROOT",359,"say job","say job true"
"job","job",-1,"NOUN",8,"DOBJ",359,"job true","job true whole"
"true","true",-1,"ADJ",18,"ACOMP",359,"true whole","true whole governmental"
"whole","whole",-1,"ADJ",24,"AMOD",359,"whole governmental","whole governmental society"
"governmental","governmental",-1,"ADJ",24,"AMOD",359,"governmental society","governmental society we"
"society","society",-1,"NOUN",20,"POBJ",359,"society we","society we many"
"we","We",-1,"PRON",27,"NSUBJ",359,"we many","we many thing"
"many","many",-1,"ADJ",30,"AMOD",359,"many thing","many thing well"
"thing","things",-1,"NOUN",27,"DOBJ",359,"thing well","thing well lester"
"well","better",-1,"ADV",35,"ADVMOD",359,"well lester","well lester certainly"
"lester","Lester",-1,"NOUN",27,"DOBJ",359,"lester certainly","lester certainly cyber"
"certainly","certainly",-1,"ADV",43,"ADVMOD",359,"certainly cyber",NA
"cyber","cyber",-1,"NOUN",43,"NSUBJ",359,NA,NA
"secretary","Secretary",-1,"NOUN",1,"TITLE",360,"secretary clinton",NA
"clinton","Clinton",-1,"NOUN",1,"ROOT",360,NA,NA
"i","I",-1,"PRON",3,"NSUBJ",361,"i think","i think number"
"think","think",-1,"VERB",3,"ROOT",361,"think number","think number issue"
"number","number",-1,"NOUN",5,"NSUBJ",361,"number issue","number issue address"
"issue","issues",-1,"NOUN",8,"POBJ",361,"issue address","issue address i"
"address","addressing",-1,"VERB",9,"RCMOD",361,"address i","address i put"
"i","I",-1,"PRON",18,"NSUBJ",361,"i put","i put plan"
"put","put",-1,"VERB",18,"ROOT",361,"put plan","put plan defeat"
"plan","plan",-1,"NOUN",18,"DOBJ",361,"plan defeat","plan defeat isis"
"defeat","defeat",-1,"VERB",21,"VMOD",361,"defeat isis","defeat isis it"
"isis","ISIS",-1,"NOUN",23,"DOBJ",361,"isis it","isis it involve"
"it","It",-1,"PRON",28,"NSUBJ",361,"it involve","it involve go"
"involve","involve",-1,"VERB",28,"ROOT",361,"involve go","involve go online"
"go","going",-1,"VERB",28,"XCOMP",361,"go online","go online i"
"online","online",-1,"ADV",29,"ADVMOD",361,"online i","online i think"
"i","I",-1,"PRON",35,"NSUBJ",361,"i think","i think need"
"think","think",-1,"VERB",35,"ROOT",361,"think need","think need much"
"need","need",-1,"VERB",35,"CCOMP",361,"need much","need much tech"
"much","much",-1,"ADV",41,"ADVMOD",361,"much tech","much tech company"
"tech","tech",-1,"NOUN",45,"NN",361,"tech company","tech company prevent"
"company","companies",-1,"NOUN",42,"POBJ",361,"company prevent","company prevent isis"
"prevent","prevent",-1,"VERB",39,"XCOMP",361,"prevent isis","prevent isis operative"
"isis","ISIS",-1,"NOUN",47,"DOBJ",361,"isis operative","isis operative able"
"operative","operatives",-1,"NOUN",48,"CONJ",361,"operative able","operative able use"
"able","able",-1,"ADJ",53,"ACOMP",361,"able use","able use internet"
"use","use",-1,"VERB",54,"XCOMP",361,"use internet","use internet radicalize"
"internet","Internet",-1,"NOUN",56,"DOBJ",361,"internet radicalize","internet radicalize even"
"radicalize","radicalize",-1,"VERB",56,"XCOMP",361,"radicalize even","radicalize even direct"
"even","even",-1,"ADV",64,"ADVMOD",361,"even direct","even direct person"
"direct","direct",-1,"ADJ",64,"AMOD",361,"direct person","direct person country"
"person","people",-1,"NOUN",60,"DOBJ",361,"person country","person country europe"
"country","country",-1,"NOUN",65,"POBJ",361,"country europe","country europe elsewhere"
"europe","Europe",-1,"NOUN",67,"CONJ",361,"europe elsewhere",NA
"elsewhere","elsewhere",-1,"ADV",67,"ADVMOD",361,NA,NA
"also","also",-1,"ADV",3,"ADVMOD",362,"also intensify","also intensify air"
"intensify","intensify",-1,"VERB",3,"XCOMP",362,"intensify air","intensify air strike"
"air","air",-1,"NOUN",8,"NN",362,"air strike","air strike isis"
"strike","strikes",-1,"NOUN",5,"DOBJ",362,"strike isis","strike isis eventually"
"isis","ISIS",-1,"NOUN",9,"POBJ",362,"isis eventually","isis eventually support"
"eventually","eventually",-1,"ADV",13,"ADVMOD",362,"eventually support","eventually support arab"
"support","support",-1,"VERB",3,"CONJ",362,"support arab","support arab kurdish"
"arab","Arab",-1,"ADJ",18,"AMOD",362,"arab kurdish","arab kurdish partner"
"kurdish","Kurdish",-1,"ADJ",15,"CONJ",362,"kurdish partner","kurdish partner able"
"partner","partners",-1,"NOUN",13,"DOBJ",362,"partner able","partner able actually"
"able","able",-1,"ADJ",20,"ACOMP",362,"able actually","able actually take"
"actually","actually",-1,"ADV",24,"ADVMOD",362,"actually take","actually take isis"
"take","take",-1,"VERB",21,"XCOMP",362,"take isis","take isis raqqa"
"isis","ISIS",-1,"NOUN",24,"DOBJ",362,"isis raqqa","isis raqqa end"
"raqqa","Raqqa",-1,"NOUN",27,"POBJ",362,"raqqa end","raqqa end claim"
"end","end",-1,"VERB",24,"DEP",362,"end claim","end claim caliphate"
"claim","claim",-1,"NOUN",30,"DOBJ",362,"claim caliphate",NA
"caliphate","Caliphate",-1,"NOUN",34,"ATTR",362,NA,NA
"we","We",-1,"PRON",2,"NSUBJ",363,"we make","we make progress"
"make","making",-1,"VERB",2,"ROOT",363,"make progress","make progress our"
"progress","progress",-1,"NOUN",2,"DOBJ",363,"progress our","progress our military"
"our","Our",-1,"PRON",6,"POSS",363,"our military","our military assist"
"military","military",-1,"NOUN",8,"NSUBJ",363,"military assist","military assist iraq"
"assist","assisting",-1,"VERB",8,"ROOT",363,"assist iraq","assist iraq hope"
"iraq","Iraq",-1,"NOUN",9,"POBJ",363,"iraq hope","iraq hope year"
"hope","hoping",-1,"VERB",15,"ROOT",363,"hope year","hope year will"
"year","year",-1,"NOUN",17,"POBJ",363,"year will","year will able"
"will","'ll",-1,"VERB",22,"AUX",363,"will able","will able push"
"able","able",-1,"ADJ",22,"ACOMP",363,"able push","able push isis"
"push","push",-1,"VERB",23,"XCOMP",363,"push isis","push isis iraq"
"isis","ISIS",-1,"NOUN",25,"DOBJ",363,"isis iraq","isis iraq know"
"iraq","Iraq",-1,"NOUN",28,"POBJ",363,"iraq know","iraq know really"
"know","know",-1,"VERB",37,"PARATAXIS",363,"know really","know really squeeze"
"really","really",-1,"ADV",37,"ADVMOD",363,"really squeeze","really squeeze syria"
"squeeze","squeeze",-1,"VERB",22,"CONJ",363,"squeeze syria",NA
"syria","Syria",-1,"NOUN",39,"POBJ",363,NA,NA
"cognizant","cognizant",-1,"ADJ",4,"ACOMP",364,"cognizant fact","cognizant fact foreign"
"fact","fact",-1,"NOUN",6,"POBJ",364,"fact foreign","fact foreign fighter"
"foreign","foreign",-1,"ADJ",14,"AMOD",364,"foreign fighter","foreign fighter come"
"fighter","fighters",-1,"NOUN",12,"DOBJ",364,"fighter come","fighter come volunteer"
"come","coming",-1,"VERB",14,"VMOD",364,"come volunteer","come volunteer foreign"
"volunteer","volunteer",-1,"VERB",15,"XCOMP",364,"volunteer foreign","volunteer foreign money"
"foreign","foreign",-1,"ADJ",22,"AMOD",364,"foreign money","foreign money foreign"
"money","money",-1,"NOUN",14,"CONJ",364,"money foreign","money foreign weapon"
"foreign","foreign",-1,"ADJ",25,"AMOD",364,"foreign weapon","foreign weapon make"
"weapon","weapons",-1,"NOUN",14,"APPOS",364,"weapon make","weapon make top"
"make","make",-1,"VERB",29,"XCOMP",364,"make top","make top priority"
"top","top",-1,"ADJ",35,"AMOD",364,"top priority",NA
"priority","priority",-1,"NOUN",31,"XCOMP",364,NA,NA
"i","I",-1,"PRON",4,"NSUBJ",365,"i also","i also everything"
"also","also",-1,"ADV",4,"ADVMOD",365,"also everything","also everything possible"
"everything","everything",-1,"NOUN",4,"DOBJ",365,"everything possible","everything possible take"
"possible","possible",-1,"ADJ",5,"AMOD",365,"possible take","possible take leadership"
"take","take",-1,"VERB",5,"VMOD",365,"take leadership","take leadership i"
"leadership","leadership",-1,"NOUN",8,"DOBJ",365,"leadership i","leadership i involve"
"i","I",-1,"PRON",15,"NSUBJPASS",365,"i involve","i involve number"
"involve","involved",-1,"VERB",15,"ROOT",365,"involve number","involve number effort"
"number","number",-1,"NOUN",16,"POBJ",365,"number effort","number effort take"
"effort","efforts",-1,"NOUN",19,"POBJ",365,"effort take","effort take al"
"take","take",-1,"VERB",20,"VMOD",365,"take al","take al qaida"
"al","Al",-1,"NOUN",25,"NN",365,"al qaida","al qaida leadership"
"qaida","Qaida",-1,"NOUN",26,"NN",365,"qaida leadership","qaida leadership i"
"leadership","leadership",-1,"NOUN",22,"DOBJ",365,"leadership i","leadership i secretary"
"i","I",-1,"PRON",29,"NSUBJ",365,"i secretary","i secretary state"
"secretary","secretary",-1,"NOUN",29,"ATTR",365,"secretary state","secretary state include"
"state","state",-1,"NOUN",31,"POBJ",365,"state include","state include course"
"include","including",-1,"VERB",30,"VMOD",365,"include course","include course take"
"course","course",-1,"NOUN",36,"POBJ",365,"course take","course take bin"
"take","taking",-1,"VERB",15,"XCOMP",365,"take bin","take bin laden"
"bin","bin",-1,"NOUN",42,"NN",365,"bin laden","bin laden i"
"laden","Laden",-1,"NOUN",39,"DOBJ",365,"laden i","laden i think"
"i","I",-1,"PRON",46,"NSUBJ",365,"i think","i think need"
"think","think",-1,"VERB",46,"ROOT",365,"think need","think need go"
"need","need",-1,"VERB",46,"CCOMP",365,"need go","need go baghdadi"
"go","go",-1,"VERB",48,"XCOMP",365,"go baghdadi","go baghdadi well"
"baghdadi","Baghdadi",-1,"NOUN",51,"POBJ",365,"baghdadi well","baghdadi well make"
"well","well",-1,"ADV",50,"ADVMOD",365,"well make","well make organizing"
"make","make",-1,"VERB",50,"DEP",365,"make organizing","make organizing principle"
"organizing","organizing",-1,"NOUN",63,"AMOD",365,"organizing principle","organizing principle get"
"principle","principles",-1,"NOUN",60,"POBJ",365,"principle get","principle get defeat"
"get","got",-1,"VERB",68,"ROOT",365,"get defeat","get defeat isis"
"defeat","defeat",-1,"VERB",68,"XCOMP",365,"defeat isis","defeat isis get"
"isis","ISIS",-1,"NOUN",70,"DOBJ",365,"isis get","isis get everything"
"get","got",-1,"VERB",68,"CONJ",365,"get everything","get everything can"
"everything","everything",-1,"NOUN",78,"DOBJ",365,"everything can","everything can disrupt"
"can","can",-1,"VERB",79,"RCMOD",365,"can disrupt","can disrupt propaganda"
"disrupt","disrupt",-1,"VERB",78,"XCOMP",365,"disrupt propaganda","disrupt propaganda effort"
"propaganda","propaganda",-1,"NOUN",86,"NN",365,"propaganda effort","propaganda effort online"
"effort","efforts",-1,"NOUN",83,"DOBJ",365,"effort online",NA
"online","online",-1,"ADV",83,"ADVMOD",365,NA,NA
"you","You",-1,"PRON",1,"NSUBJ",366,"you mention","you mention isis"
"mention","mention",-1,"VERB",1,"ROOT",366,"mention isis","mention isis think"
"isis","ISIS",-1,"NOUN",1,"DOBJ",366,"isis think","isis think isis"
"think","think",-1,"VERB",1,"CONJ",366,"think isis","think isis certainly"
"isis","ISIS",-1,"NOUN",7,"POBJ",366,"isis certainly","isis certainly american"
"certainly","certainly",-1,"ADV",6,"ADVMOD",366,"certainly american","certainly american citizen"
"american","American",-1,"ADJ",18,"AMOD",366,"american citizen","american citizen inspire"
"citizen","citizens",-1,"NOUN",16,"NSUBJ",366,"citizen inspire","citizen inspire commit"
"inspire","inspired",-1,"VERB",18,"RCMOD",366,"inspire commit","inspire commit act"
"commit","commit",-1,"VERB",22,"XCOMP",366,"commit act","commit act terror"
"act","acts",-1,"NOUN",24,"DOBJ",366,"act terror","act terror american"
"terror","terror",-1,"NOUN",26,"POBJ",366,"terror american","terror american soil"
"american","American",-1,"ADJ",30,"AMOD",366,"american soil","american soil late"
"soil","soil",-1,"NOUN",28,"POBJ",366,"soil late","soil late incident"
"late","latest",-1,"ADJ",34,"AMOD",366,"late incident","late incident course"
"incident","incident",-1,"NOUN",18,"APPOS",366,"incident course","incident course bombing"
"course","course",-1,"NOUN",36,"POBJ",366,"course bombing","course bombing just"
"bombing","bombings",-1,"NOUN",18,"APPOS",366,"bombing just","bombing just see"
"just","just",-1,"ADV",43,"ADVMOD",366,"just see","just see new"
"see","saw",-1,"VERB",40,"RCMOD",366,"see new","see new york"
"new","New",-1,"NOUN",46,"NN",366,"new york","new york new"
"york","York",-1,"NOUN",44,"POBJ",366,"york new","york new jersey"
"new","New",-1,"NOUN",49,"NN",366,"new jersey","new jersey knife"
"jersey","Jersey",-1,"NOUN",46,"CONJ",366,"jersey knife","jersey knife attack"
"knife","knife",-1,"NOUN",53,"NN",366,"knife attack","knife attack mall"
"attack","attack",-1,"NOUN",18,"APPOS",366,"attack mall","attack mall minnesota"
"mall","mall",-1,"NOUN",54,"POBJ",366,"mall minnesota","mall minnesota last"
"minnesota","Minnesota",-1,"NOUN",57,"POBJ",366,"minnesota last","minnesota last year"
"last","last",-1,"ADJ",63,"AMOD",366,"last year","last year deadly"
"year","year",-1,"NOUN",60,"POBJ",366,"year deadly","year deadly attack"
"deadly","deadly",-1,"ADJ",66,"AMOD",366,"deadly attack","deadly attack san"
"attack","attacks",-1,"NOUN",18,"APPOS",366,"attack san","attack san bernardino"
"san","San",-1,"NOUN",69,"NN",366,"san bernardino","san bernardino orlando"
"bernardino","Bernardino",-1,"NOUN",67,"POBJ",366,"bernardino orlando","bernardino orlando i"
"orlando","Orlando",-1,"NOUN",69,"CONJ",366,"orlando i","orlando i will"
"i","I",-1,"PRON",75,"NSUBJ",366,"i will","i will ask"
"will","'ll",-1,"VERB",75,"AUX",366,"will ask",NA
"ask","ask",-1,"VERB",75,"ROOT",366,NA,NA
"tell","Tell",-1,"VERB",14,"DEP",367,"tell us","tell us specifically"
"us","us",-1,"PRON",0,"DOBJ",367,"us specifically","us specifically prevent"
"specifically","specifically",-1,"ADV",6,"ADVMOD",367,"specifically prevent","specifically prevent homegrown"
"prevent","prevent",-1,"VERB",0,"XCOMP",367,"prevent homegrown","prevent homegrown attack"
"homegrown","homegrown",-1,"ADJ",8,"AMOD",367,"homegrown attack","homegrown attack american"
"attack","attacks",-1,"NOUN",6,"DOBJ",367,"attack american","attack american citizen"
"american","American",-1,"ADJ",11,"AMOD",367,"american citizen","american citizen mr."
"citizen","citizens",-1,"NOUN",9,"POBJ",367,"citizen mr.","citizen mr. trump"
"mr.","Mr.",-1,"NOUN",14,"TITLE",367,"mr. trump",NA
"trump","Trump",-1,"NOUN",14,"ROOT",367,NA,NA
"first","first",-1,"ADV",4,"ADVMOD",368,"first i","first i say"
"i","I",-1,"PRON",4,"NSUBJ",368,"i say","i say thing"
"say","say",-1,"VERB",4,"XCOMP",368,"say thing","say thing important"
"thing","thing",-1,"NOUN",6,"DOBJ",368,"thing important","thing important secretary"
"important","important",-1,"ADJ",8,"AMOD",368,"important secretary","important secretary clinton"
"secretary","Secretary",-1,"NOUN",14,"TITLE",368,"secretary clinton","secretary clinton talk"
"clinton","Clinton",-1,"NOUN",16,"NSUBJ",368,"clinton talk","clinton talk take"
"talk","talking",-1,"VERB",16,"ROOT",368,"talk take","talk take isis"
"take","taking",-1,"VERB",17,"PCOMP",368,"take isis","take isis we"
"isis","ISIS",-1,"NOUN",18,"DOBJ",368,"isis we","isis we will"
"we","We",-1,"PRON",25,"NSUBJ",368,"we will","we will take"
"will","will",-1,"VERB",25,"AUX",368,"will take","will take isis"
"take","take",-1,"VERB",25,"ROOT",368,"take isis","take isis president"
"isis","ISIS",-1,"NOUN",25,"DOBJ",368,"isis president","isis president obama"
"president","President",-1,"NOUN",33,"TITLE",368,"president obama","president obama secretary"
"obama","Obama",-1,"NOUN",37,"NSUBJ",368,"obama secretary","obama secretary clinton"
"secretary","Secretary",-1,"NOUN",36,"TITLE",368,"secretary clinton","secretary clinton create"
"clinton","Clinton",-1,"NOUN",33,"CONJ",368,"clinton create","clinton create vacuum"
"create","created",-1,"VERB",37,"ROOT",368,"create vacuum","create vacuum way"
"vacuum","vacuum",-1,"NOUN",37,"IOBJ",368,"vacuum way","vacuum way get"
"way","way",-1,"NOUN",37,"DOBJ",368,"way get","way get iraq"
"get","got",-1,"VERB",41,"RCMOD",368,"get iraq","get iraq get"
"iraq","Iraq",-1,"NOUN",45,"POBJ",368,"iraq get","iraq get n't"
"get","got",-1,"VERB",37,"ADVCL",368,"get n't","get n't get"
"n't","n't",-1,"ADV",59,"NEG",368,"n't get","n't get way"
"get","got",-1,"VERB",73,"ADVCL",368,"get way","get way get"
"way","way",-1,"NOUN",73,"NSUBJ",368,"way get","way get disaster"
"get","got",-1,"VERB",69,"RCMOD",368,"get disaster","get disaster isis"
"disaster","disaster",-1,"NOUN",73,"ATTR",368,"disaster isis","disaster isis form"
"isis","ISIS",-1,"NOUN",80,"NSUBJPASS",368,"isis form",NA
"form","formed",-1,"VERB",80,"ROOT",368,NA,NA
"so","So",-1,"ADV",2,"ADVMOD",369,"so talk","so talk take"
"talk","talks",-1,"VERB",2,"ROOT",369,"talk take","talk take she"
"take","taking",-1,"VERB",3,"PCOMP",369,"take she","take she long"
"she","She",-1,"PRON",11,"NSUBJ",369,"she long","she long time"
"long","long",-1,"ADJ",15,"AMOD",369,"long time","long time she"
"time","time",-1,"NOUN",11,"TMOD",369,"time she","time she try"
"she","She",-1,"PRON",20,"NSUBJ",369,"she try","she try take"
"try","trying",-1,"VERB",20,"ROOT",369,"try take","try take long"
"take","take",-1,"VERB",20,"XCOMP",369,"take long","take long time"
"long","long",-1,"ADJ",28,"AMOD",369,"long time","long time n't"
"time","time",-1,"NOUN",25,"POBJ",369,"time n't","time n't even"
